,Modulus of elasticity - inner (GPa),Modulus of elasticity - Outer (GPa),Axial load (kN),Friction Coefficient,Total number of snaking,Global snaking length (m),Maximum snaking amplitude (m),Image file name
243,0.08691583349832023,0.10722005156616836,6.754930227801533,10.179860783208742,9,34.37,3.74335,Sample_243.tif
244,0.0969978544388939,0.10470337358928213,12.246701271637217,3.4480589219399627,8,28.72,1.92562,Sample_244.tif
245,0.20380602988997282,0.11813684066252769,7.354157421803869,16.904857270087945,7,15.84,0.521896,Sample_245.tif
246,0.08581135496686872,0.12336359904161515,8.744216842791591,2.486975087695662,11,40.85,2.4780900000000003,Sample_246.tif
247,0.19368600396395041,0.07930953023396718,8.436976391983805,4.878759749933428,10,41.55,2.59243,Sample_247.tif
248,0.2005772527074957,0.10317290539076551,11.074700904468662,38.83335536412222,8,34.68,2.24491,Sample_248.tif
249,0.12281635213192302,0.07736819316899941,12.63016409168534,8.552029356380075,11,43.21,3.58489,Sample_249.tif
250,0.20908375799044093,0.11955481623754012,9.535170572843095,21.194541272565395,7,33.31,2.74867,Sample_250.tif
251,0.17177880501269988,0.05930600311304574,13.853083584415076,20.007336177629597,5,10.89,0.524383,Sample_251.tif
252,0.09004895580088844,0.07317335066358854,7.051893146945945,9.707039888268993,8,38.43,2.85984,Sample_252.tif
253,0.14601947008423738,0.06496060939615966,12.935144845503153,4.9676715702149075,10,37.12,2.6200099999999997,Sample_253.tif
254,0.18515197251109514,0.074206795187112,9.075004152146096,37.41539157090835,5,10.89,0.720409,Sample_254.tif
255,0.08680081408932525,0.14915067577433758,9.655295791101565,8.147091345724354,8,19.79,0.865065,Sample_255.tif
256,0.15822139101924937,0.12658668652345506,9.896861058061086,42.35649422245069,7,15.86,0.609977,Sample_256.tif
257,0.10655051052505184,0.08081905642271045,9.883871434576845,48.51394668485104,8,24.67,2.13827,Sample_257.tif
258,0.20730729114892835,0.12076436227572362,8.818064956481374,7.10287002080589,10,39.46,2.50195,Sample_258.tif
259,0.07537225101620945,0.13024121437366346,7.271507468695946,33.040713731528825,5,11.4,0.707701,Sample_259.tif
260,0.19760703522621725,0.08206748321014762,7.167580802021501,36.95459553390077,10,37.19,2.2137700000000002,Sample_260.tif
261,0.19777186942608904,0.13217928419180983,7.956906736249527,22.948850328593096,9,32.34,1.9650900000000002,Sample_261.tif
262,0.10217050356655781,0.11385909038965951,10.88252797098849,46.27359119746274,6,25.55,3.0179099999999996,Sample_262.tif
263,0.18497524657700917,0.12312023086260322,9.133065192660439,8.559832766984307,9,39.81,2.38384,Sample_263.tif
264,0.17783719377609983,0.11320917352608399,11.112003383337141,8.43692853393301,11,42.79,2.26646,Sample_264.tif
265,0.15839319444857475,0.14810195677948493,6.952066798112968,12.044118107455915,7,16.78,0.725037,Sample_265.tif
266,0.15104899225416404,0.07101523773591942,8.795691557865313,44.33659432916329,6,38.49,2.28464,Sample_266.tif
267,0.1361198253639723,0.09341049222850868,13.758974580867127,8.337325910688769,8,31.63,2.21067,Sample_267.tif
268,0.11929401803611829,0.1409240019914642,9.531007592276437,29.783356976520626,7,41.5,3.88605,Sample_268.tif
269,0.15394370733538612,0.13890447946504758,7.561916727496922,28.465828625221107,9,38.57,2.34176,Sample_269.tif
270,0.09572820333797304,0.14013591194597746,8.68720905454136,13.345835060675016,9,26.97,1.33887,Sample_270.tif
271,0.20691853448291828,0.12433791086052773,11.257812666306773,43.97553965687946,8,16.85,1.23768,Sample_271.tif
272,0.1455009934488548,0.1249293169439393,10.577726337183686,6.4181856721475,11,38.27,3.84195,Sample_272.tif
273,0.10248080704641226,0.08134770572562199,13.239999907685839,34.082506797980884,8,24.27,0.863661,Sample_273.tif
274,0.11697981454703031,0.07915702528969289,7.248060484392521,22.181697643679136,7,23.9,1.8970799999999999,Sample_274.tif
275,0.09973460250624086,0.10533577358161014,8.467559249560633,22.25887373025609,5,10.39,0.522101,Sample_275.tif
276,0.20253869975577132,0.05766858045745653,9.844227344581668,1.4726892608789173,5,11.41,0.7217899999999999,Sample_276.tif
277,0.12813149504952928,0.09656016428852729,12.358007645867005,41.37392923060362,8,22.33,0.820263,Sample_277.tif
278,0.13698556291729697,0.07207919873853998,8.292127481156928,6.871833882190481,6,23.52,2.24039,Sample_278.tif
279,0.17615941268856786,0.12808097525380888,10.076559497371786,21.248900429813748,10,35.32,3.4376599999999997,Sample_279.tif
280,0.07729586922511343,0.12759381042807513,6.920473982127189,15.78521483008214,9,32.33,2.09137,Sample_280.tif
281,0.16565803446657001,0.10359292265730714,6.861028013546081,41.28201034390222,9,29.17,2.43204,Sample_281.tif
282,0.11815455925491654,0.14407997284878213,12.130447599064464,24.858044860399744,8,43.08,3.00048,Sample_282.tif
283,0.1489492496514017,0.11745318328875069,8.394082837853585,40.06852922345645,9,24.48,2.3022299999999998,Sample_283.tif
284,0.12562896479253588,0.14287012920181763,12.074101076645416,46.98952549427653,8,19.75,0.9578409999999999,Sample_284.tif
285,0.17303649099263216,0.1265082340071939,13.025805514835948,17.124277187298958,4,6.95,0.360652,Sample_285.tif
286,0.08355905119314049,0.09413938637348442,11.144546672497553,14.517276990309867,5,26.66,3.2654900000000002,Sample_286.tif
287,0.10341088579980334,0.14456068154047838,12.982653303223955,23.1049887355793,10,26.38,1.35758,Sample_287.tif
288,0.14012029580327215,0.05472694528760413,13.983098781638166,1.0582865887021073,11,39.91,2.00659,Sample_288.tif
289,0.09262350539200305,0.13531250946749368,13.958399565170371,11.51336257055165,11,33.19,2.2381900000000003,Sample_289.tif
290,0.19019088881509316,0.08285911127886743,11.653787931901615,27.531544105919433,10,33.54,1.97852,Sample_290.tif
291,0.1494514976418949,0.13697319395804325,11.629997802478726,31.59747980583864,11,41.82,4.894830000000001,Sample_291.tif
292,0.20747438626907475,0.09770704680100532,12.471519839946957,45.57486448914173,6,30.6,2.4335299999999997,Sample_292.tif
293,0.10244864282634855,0.10500013714012048,11.309820676545597,41.981221781873124,5,38.64,3.05353,Sample_293.tif
294,0.16444961742512654,0.0970397005870947,9.923336402716554,32.222858534951094,7,16.87,0.779976,Sample_294.tif
295,0.10676790973198355,0.07787552971454828,8.857916788240274,28.741690968553765,8,29.65,1.7672700000000001,Sample_295.tif
296,0.19091648194885413,0.12805292422625147,11.711328122975509,42.319239875998775,9,31.43,1.45559,Sample_296.tif
297,0.11191159409815095,0.14587440808532653,8.60700179927395,30.25938066569902,10,31.62,1.7888400000000002,Sample_297.tif
298,0.17876359055339547,0.12626833044452582,7.513475777487066,39.505130451742424,11,35.84,1.8911,Sample_298.tif
299,0.08401666757776081,0.12847888795985937,10.933834871988942,49.95152850907449,7,19.56,2.3106,Sample_299.tif
300,0.15885192460466865,0.12367891264015533,13.581927600913414,28.520717808307005,6,41.48,2.23933,Sample_300.tif
301,0.07055207735376082,0.07501183003391981,11.972451426931734,29.110039989202324,6,38.92,2.80994,Sample_301.tif
302,0.18335266948280426,0.12207249179444164,11.299390265844396,12.60543730611029,6,38.39,3.60362,Sample_302.tif
303,0.1222637119503348,0.11458843400258052,7.952838163815237,14.041269774216838,10,38.22,3.47094,Sample_303.tif
304,0.19565372082770494,0.11333175217362633,6.761492020615494,46.46634415481091,6,28.61,2.2909599999999997,Sample_304.tif
305,0.12462712442247954,0.1403648882242743,7.832578597242122,38.35552196098177,10,34.28,3.01845,Sample_305.tif
306,0.08724231150489516,0.05769880674497014,9.418540081604569,43.670383292339324,9,37.87,2.32858,Sample_306.tif
307,0.18486332013687815,0.0710262760517828,9.001617014735785,21.85492698394239,10,33.69,2.54049,Sample_307.tif
308,0.12266047128838317,0.07968864910530492,11.382833522600237,44.88046042991427,9,41.73,5.86367,Sample_308.tif
309,0.10357424215517348,0.057733562601144824,6.956906790243668,47.96631819698366,0,0.0,0.0,Sample_309.tif
310,0.1978903022368091,0.10532511600292878,11.803356657227067,21.02337992401064,10,30.42,1.39303,Sample_310.tif
311,0.19800934324441155,0.0985089371866907,10.437422838840888,26.11486967471201,9,32.79,3.18378,Sample_311.tif
312,0.14573348990266535,0.10184386900721211,13.920162596987065,32.10116689722376,7,42.99,2.71528,Sample_312.tif
313,0.1005221984773771,0.0742289640503607,9.285281965523629,4.952618219281542,7,31.7,1.53234,Sample_313.tif
314,0.1972265825353112,0.09421231973338581,13.955984688214551,16.55409821351033,9,35.23,2.55293,Sample_314.tif
315,0.07129982830175068,0.08770832766276501,9.467035856289648,49.09893433214882,5,34.87,3.87995,Sample_315.tif
316,0.10724276913010063,0.10778145817475128,6.463296296783677,36.353410245975226,8,27.49,1.8634,Sample_316.tif
317,0.10750826265745411,0.11110559544590955,9.982808361643984,16.134788335363403,5,9.88,0.432825,Sample_317.tif
318,0.12889089098817266,0.08361663932099114,11.169920771666337,30.435458295045553,7,15.87,0.513023,Sample_318.tif
319,0.1608342708092064,0.09921854155864916,10.22242789847841,20.122790478561736,12,37.74,1.99088,Sample_319.tif
320,0.0780522253921157,0.1366993405538076,10.1854367906662,19.94081134800663,5,10.91,0.693384,Sample_320.tif
321,0.11393780102300007,0.05812612801546042,7.046885372550026,35.09089626557378,10,40.16,2.13458,Sample_321.tif
322,0.18280669933237723,0.06684512504062323,10.48242859589697,16.054587830106314,8,28.15,1.62829,Sample_322.tif
323,0.1327159209138235,0.14060975206644152,12.360143205295728,12.66475664953629,5,10.41,0.5900529999999999,Sample_323.tif
324,0.12085401343853096,0.09152082209053225,13.68499137932478,11.319615885728549,8,42.27,4.11193,Sample_324.tif
325,0.09184370969627519,0.06546195592084193,12.248857984727648,45.56376662806009,8,35.16,2.6472,Sample_325.tif
326,0.0892315874625483,0.1354358602182604,8.236056508684987,41.819609457281445,7,37.36,3.44982,Sample_326.tif
327,0.12107720327290915,0.06642838617359782,7.584719938229679,17.673843627624482,10,31.01,1.8337299999999999,Sample_327.tif
328,0.1894450881573971,0.08745029210513848,10.537825878871011,43.95931560251442,6,39.41,2.96068,Sample_328.tif
329,0.175180881562614,0.08645021418728645,12.10868522364041,30.86922142595809,6,28.57,2.18699,Sample_329.tif
330,0.12090121238645384,0.08465815537675565,10.393285133802967,10.475687927078862,8,37.55,2.91503,Sample_330.tif
331,0.16608518913724923,0.08846377255303992,11.589055895209421,29.253034276032427,9,33.22,2.29277,Sample_331.tif
332,0.14852445851852086,0.11766966087600045,12.54258372091526,36.26587351554706,10,39.79,2.9066,Sample_332.tif
333,0.1289722753720513,0.07669106264961413,6.878021992044725,3.487018471154126,6,25.76,1.86417,Sample_333.tif
334,0.1973561318683537,0.1186316226432111,12.988721161026664,49.35966454106992,9,36.42,4.09086,Sample_334.tif
335,0.139929098521016,0.11448680523864332,8.803412174466846,40.96633398846788,9,27.42,1.2983799999999999,Sample_335.tif
336,0.09471001293646451,0.08669623180219367,12.973125121483374,36.34040160957653,12,35.71,1.8075700000000001,Sample_336.tif
337,0.15767024177178596,0.08238614408972456,10.030909298270647,37.6106087160233,10,28.45,2.67003,Sample_337.tif
338,0.12476678375106691,0.13850913880801893,13.667501246962368,7.191010250187812,10,30.43,1.61,Sample_338.tif
339,0.12116704451623476,0.14723605011509816,13.212858365725195,8.97937771444177,11,42.82,2.97848,Sample_339.tif
340,0.0845011509323139,0.1386753704974206,13.247185895459666,31.556040030222572,11,30.51,1.67927,Sample_340.tif
341,0.14815196867880692,0.08570128935673592,13.191765407591047,2.587695678238826,6,37.99,2.76305,Sample_341.tif
342,0.1833542467101919,0.10313686481353247,10.046057019524506,10.811544867603233,7,35.75,2.98358,Sample_342.tif
343,0.15372143371104757,0.07263645822614939,7.3676450764124475,9.543064194796218,9,38.12,2.46533,Sample_343.tif
344,0.10073983948045948,0.09380054059608313,11.656336440374755,47.768005264204284,10,41.35,2.60175,Sample_344.tif
345,0.165983250693036,0.0942137090556414,8.06363938616633,18.1450083495366,8,33.83,3.89431,Sample_345.tif
346,0.20290392132321164,0.11618595953555365,13.38869752560621,27.56543648240631,9,42.29,2.29446,Sample_346.tif
347,0.14074322548365129,0.08787992475336522,13.492413045063136,44.88792271141504,7,27.82,2.11436,Sample_347.tif
348,0.194891511454189,0.12090055577452555,10.237880464387697,20.3131368161978,8,22.82,1.19899,Sample_348.tif
349,0.11873421970913486,0.1282426326231807,12.23042578815189,13.398403312687423,11,43.36,5.28408,Sample_349.tif
350,0.1279432331451881,0.1211342758124993,8.700171177007622,23.292639129401305,6,15.39,1.09984,Sample_350.tif
351,0.07576143326749366,0.10056119029368725,9.497416277106414,9.81818008593823,9,43.45,4.88739,Sample_351.tif
352,0.19716029100503055,0.13709913404825438,11.60926775868905,10.22010048449782,9,30.04,2.0316799999999997,Sample_352.tif
353,0.10545609061028399,0.1252788348160509,13.010659259952392,43.62575196666726,8,41.47,2.09522,Sample_353.tif
354,0.09426524281424414,0.13872094477272828,11.172220326541629,48.45045094767096,8,33.15,2.96066,Sample_354.tif
355,0.0852765607258349,0.10332930749379006,12.195312327917023,49.03885832223704,7,36.32,3.71058,Sample_355.tif
356,0.1930682965149921,0.13776746371234408,10.083836354947081,49.50099473356209,7,24.0,2.52658,Sample_356.tif
357,0.19017428169971248,0.09562788825776927,13.112872585839384,48.76245710550602,11,44.49,2.49987,Sample_357.tif
358,0.20806450588612174,0.13778566361537778,9.51522800439447,25.314523079262127,7,17.46,1.40526,Sample_358.tif
359,0.1402177336690178,0.1351755368979144,8.230423211445132,27.709734016515437,10,42.76,4.85612,Sample_359.tif
360,0.15112502286655422,0.12625569386280192,8.571626631940754,3.758486482413731,6,15.44,1.23306,Sample_360.tif
361,0.12327354220640041,0.057444406961863495,10.63350386146202,12.738150701407925,6,14.38,0.7414390000000001,Sample_361.tif
362,0.1471687035128275,0.0566842784452128,9.930916368710497,12.621326062709137,8,21.91,1.26765,Sample_362.tif
363,0.15721759665789342,0.11854707293165992,7.46264580660564,10.87123156613468,10,31.79,2.33181,Sample_363.tif
364,0.12646413176010957,0.0873625868730422,8.817567849137443,2.0819086651310905,9,40.79,4.41889,Sample_364.tif
365,0.1881225654236707,0.09354368620961892,12.5400462676662,2.273313916105522,7,22.47,1.6088799999999999,Sample_365.tif
366,0.11419212172276809,0.07533286208736502,9.438223699657904,13.955164899271844,10,33.77,2.2075,Sample_366.tif
367,0.1315787006168695,0.09178856697526164,12.159613470785366,39.21947177587255,6,41.56,3.3073,Sample_367.tif
368,0.19582715173645923,0.13178685391480088,12.002951185223157,5.447419950026495,10,25.87,1.0683,Sample_368.tif
369,0.09506976183124423,0.06321206953481362,9.785932800421836,41.720081449249385,11,41.55,3.1088400000000003,Sample_369.tif
370,0.15192814579254696,0.10737387081328942,9.012411574701925,28.629617062506433,9,37.03,3.07452,Sample_370.tif
371,0.15468100338335725,0.12314499668239492,9.480765015216976,23.64361585646512,10,36.67,2.33773,Sample_371.tif
372,0.13096911405191736,0.14346044314981587,9.033235913809754,33.91169056679107,10,34.05,2.5452,Sample_372.tif
373,0.1935131131978124,0.08096759743509835,6.984294815661507,44.26083499379894,8,34.79,2.48873,Sample_373.tif
374,0.11235086525011637,0.14774013480758583,7.60225671972123,37.63507127655864,9,43.0,2.4797599999999997,Sample_374.tif
375,0.07931468386695406,0.12344264111100854,8.272040066182775,45.17957101252465,10,43.34,2.36784,Sample_375.tif
376,0.18905739958852583,0.07080831112003876,13.841377300670407,46.399224467707384,9,28.52,2.29587,Sample_376.tif
377,0.10846079889715038,0.11700398562585793,11.354840827270047,12.067499241155941,7,14.35,1.08111,Sample_377.tif
378,0.1802208906682279,0.11225685385493447,12.636154949975468,36.27381281018403,7,17.45,1.87267,Sample_378.tif
379,0.141204331633879,0.1483528890813689,10.935777430973966,44.467291888863855,11,37.37,3.6086199999999997,Sample_379.tif
380,0.10810885609397089,0.12357990023723195,10.186640573852713,39.759386138673825,8,43.74,2.65352,Sample_380.tif
381,0.14974864413258296,0.14299489750926772,10.590977569052896,41.91902165235652,11,43.2,5.71395,Sample_381.tif
382,0.16302979920767263,0.1321118366139826,7.828692455212841,19.651387254971468,11,35.17,1.82939,Sample_382.tif
383,0.19814220193059143,0.07165627151999038,7.59446391743547,13.673010971142945,10,27.34,1.19672,Sample_383.tif
384,0.20489126705193983,0.10471597266731597,8.584171065595275,43.958481786688395,8,20.42,1.57863,Sample_384.tif
385,0.08320168067139647,0.14473809082456407,10.976152899382804,46.212480822889205,10,32.66,2.40689,Sample_385.tif
386,0.15697637571090028,0.09686291450949414,9.968723235388588,34.35313216210071,10,30.47,1.68777,Sample_386.tif
387,0.1985147398429193,0.06728548657788408,12.569825799203887,26.603455472270515,6,13.39,1.13578,Sample_387.tif
388,0.19382650441078453,0.13908911867493887,9.50527516378238,48.93727329526426,12,41.92,2.71374,Sample_388.tif
389,0.07028252420961789,0.06802493850104198,9.907399477621798,2.656422626994328,9,44.66,4.6292800000000005,Sample_389.tif
390,0.07775156223964558,0.1274931927347077,9.199670756650326,48.848610933677506,7,37.8,3.52185,Sample_390.tif
391,0.08170273582428673,0.10007210114025807,10.99429180844713,44.359118884942085,9,36.69,3.3159199999999998,Sample_391.tif
392,0.20966143431102155,0.055097548519554534,13.66666913142228,4.672551657685297,8,30.41,1.32358,Sample_392.tif
393,0.1533538060332573,0.061131363486508224,13.585225963428833,1.3717696001287392,8,30.15,2.31874,Sample_393.tif
394,0.08680840939536695,0.09683700361989549,9.589459333486857,37.34375427617498,9,31.54,1.61691,Sample_394.tif
395,0.09182360895287324,0.08195278157342095,6.575280136721668,38.457805898460045,7,18.91,0.949314,Sample_395.tif
396,0.08705322123840405,0.1258955256971629,11.921739016676236,20.15034234221743,8,35.71,2.56511,Sample_396.tif
397,0.12093812277761157,0.06401908705771797,6.57580286965988,36.38206704503962,9,36.45,2.4438,Sample_397.tif
398,0.09703354325601402,0.1429163624723054,12.35721180726275,10.622986983284292,9,29.72,1.69713,Sample_398.tif
399,0.19672460555959867,0.07101146217217146,12.947806899005815,39.237786551113416,7,15.38,1.52233,Sample_399.tif
400,0.17383411904465987,0.08191472447702489,10.007703770460752,10.91535841101339,7,43.14,2.91295,Sample_400.tif
401,0.1504158115236248,0.05403681183126187,9.581082215529781,43.66413607103661,8,41.86,3.99485,Sample_401.tif
402,0.16330488923921146,0.14841486799004514,6.323598592040769,41.0414256064449,9,39.17,2.54376,Sample_402.tif
403,0.07547142972510569,0.12630527770324768,8.692713545438725,44.21569197457086,6,13.89,0.8960809999999999,Sample_403.tif
404,0.11997520712130559,0.06841572447319569,7.089413770967012,13.832234314902221,7,41.6,2.48298,Sample_404.tif
405,0.1579770381187024,0.10379509725794295,10.873407818830614,41.57084074479808,12,38.52,2.19293,Sample_405.tif
406,0.07349525784271088,0.14883729095220363,8.515513426553301,11.63647708054056,3,4.42,0.269148,Sample_406.tif
407,0.10870415848643941,0.1199474181788247,10.42413672304563,24.776795282053897,10,35.86,3.80465,Sample_407.tif
408,0.17944356368682532,0.08351773255247695,8.884996947565156,36.410676010779476,10,39.9,2.73642,Sample_408.tif
409,0.10142410486063393,0.13173558332755653,9.66943650140468,42.56544574769303,9,37.74,2.26986,Sample_409.tif
410,0.1761698682187943,0.06118817624697177,10.782144285039754,7.117469641818089,3,4.44,0.297023,Sample_410.tif
411,0.1135163709181662,0.13689144493190986,6.053286966073378,47.95280291862482,6,36.31,2.70227,Sample_411.tif
412,0.13610381862539894,0.0682199326873463,7.102225519293631,17.725730905887456,5,10.39,0.429382,Sample_412.tif
413,0.17478554606707866,0.05519808604615539,12.797932561346066,34.585950473456,9,43.55,4.19435,Sample_413.tif
414,0.19509079142719016,0.13533736196753263,9.145307062739734,41.83159287805182,10,44.83,5.42235,Sample_414.tif
415,0.14835020031769539,0.05873165953359202,11.374380205058845,10.35604944035128,12,38.25,2.02103,Sample_415.tif
416,0.14701665614664686,0.08827385968801497,9.42756583172763,22.152575748078572,9,40.25,4.02136,Sample_416.tif
417,0.11409527295291032,0.09421763105535458,11.897169930998528,15.272870798372589,8,30.56,2.3405099999999996,Sample_417.tif
418,0.20572416863095228,0.0656425753140592,11.470260681412885,38.8231770884791,9,43.74,2.73244,Sample_418.tif
419,0.14442987363119464,0.10130968382953474,7.428957642730301,37.15702172961979,11,35.13,1.8928900000000002,Sample_419.tif
420,0.11404675020117579,0.14591969952835734,6.094677536831911,13.046564640748251,7,14.87,0.541154,Sample_420.tif
421,0.08997224786341215,0.11659196374537982,9.576762212489799,16.84067028224137,8,19.4,1.63966,Sample_421.tif
422,0.13077271490439787,0.1106132043533359,8.9707019093518,27.250779996933524,10,24.44,1.60073,Sample_422.tif
423,0.10519513848409599,0.12279870226828472,8.880297656932889,16.328961407321117,11,42.85,3.27631,Sample_423.tif
424,0.18101580499516046,0.055495608584184265,12.557210315772167,48.08685678308429,8,37.29,2.96122,Sample_424.tif
425,0.07424715153725826,0.07723587964088179,8.490578332232905,19.647519486950102,9,43.04,2.82448,Sample_425.tif
426,0.14232318818362324,0.06148283183634567,7.333354990892693,7.332680896731437,4,23.1,2.66011,Sample_426.tif
427,0.1923721756512581,0.1165001017803896,11.667860409733994,28.72395024923227,4,6.93,0.338437,Sample_427.tif
428,0.1676331527509418,0.11371763864563507,11.559693455884087,18.295249483302655,10,45.89,2.3424099999999997,Sample_428.tif
429,0.11704858871323823,0.09593080969663821,9.03820687793612,45.412711166157784,12,37.1,1.53319,Sample_429.tif
430,0.07457808711717927,0.08717819894756232,9.343184819278266,12.918470256853437,7,36.72,1.9050900000000002,Sample_430.tif
431,0.13251932997227964,0.14373591664020885,11.903799252027646,9.263198119234344,5,23.01,2.7115099999999996,Sample_431.tif
432,0.20558407736350537,0.11366652832852571,11.506313151085843,45.95713539713995,10,36.5,4.0222,Sample_432.tif
433,0.11334723393617493,0.13783016695525785,10.722495663846235,8.56859918877611,5,42.72,3.03194,Sample_433.tif
434,0.1720173382783402,0.08327773366196169,6.632056958097675,14.762856950043785,6,41.04,3.4422099999999998,Sample_434.tif
435,0.14029447140027343,0.08007511369267174,6.166410802292413,20.329036299733914,10,28.96,1.8197599999999998,Sample_435.tif
436,0.16274366250933456,0.05896570504248786,9.80845284154849,49.73250253152172,7,15.37,1.35545,Sample_436.tif
437,0.10492834304092899,0.11659077811800717,11.977698891627417,33.113642849620334,9,32.7,2.95465,Sample_437.tif
438,0.17417690107561526,0.11114702125837896,11.28450073722524,44.92979385230508,7,28.66,2.36975,Sample_438.tif
439,0.15989381280527853,0.11002949444426836,6.502882081811841,29.463732178111268,9,45.34,2.5345,Sample_439.tif
440,0.14763456180420514,0.1315313140410046,9.362487399296226,35.32124106367213,11,41.62,3.04792,Sample_440.tif
441,0.18364970807197864,0.0843751866856512,10.776679696598208,24.077610967540007,8,44.09,2.70194,Sample_441.tif
442,0.17177731205895344,0.1285388878273572,7.664272101937697,9.103236499603799,9,30.03,2.25164,Sample_442.tif
443,0.12527174538298944,0.12398951994739256,6.077674054552704,47.80835099960991,14,38.15,2.56072,Sample_443.tif
444,0.1723290662442276,0.08667706080525231,11.014082035794148,10.548317815914961,6,25.07,3.00449,Sample_444.tif
445,0.16895133592057576,0.10392482234001965,12.653372207235329,6.820237476802456,6,38.61,4.25333,Sample_445.tif
446,0.08640518347675581,0.07856561180983318,7.3647379119402245,25.8080068995608,10,43.47,3.35354,Sample_446.tif
447,0.08138931741583767,0.06532903664927733,13.770987237641005,34.51612123938542,8,24.41,1.06031,Sample_447.tif
448,0.1192730000298542,0.14124283059459655,8.024216299133629,42.27596285449004,6,38.45,2.87412,Sample_448.tif
449,0.07300436437609635,0.10621497349597742,9.312313208263573,6.00734812258546,9,41.0,5.52607,Sample_449.tif
450,0.12907970973182806,0.12159504891285196,13.811792281362344,38.60669722259644,10,33.17,2.28287,Sample_450.tif
451,0.17032553475355158,0.0796190695180872,9.234337867138306,34.28006947104035,6,17.45,1.7433900000000002,Sample_451.tif
452,0.20796592414117904,0.10744533058697345,8.118315922501443,35.904438788187505,7,14.88,1.52119,Sample_452.tif
453,0.1599290499282003,0.1405746285076063,11.66050584418285,7.478018422485127,5,30.3,2.57008,Sample_453.tif
454,0.17460283393617546,0.07716643576945886,11.674922350605538,39.614816521173644,9,27.06,1.46288,Sample_454.tif
455,0.1193940611148716,0.06256865343739977,8.724568296115466,3.187208910845206,11,40.2,2.12895,Sample_455.tif
456,0.11425960312738874,0.07143151639301452,6.521737569909426,41.28757087013119,10,37.3,3.15623,Sample_456.tif
457,0.20296143658618365,0.1331054926781383,6.728554675274566,12.28036191044992,7,32.78,1.85694,Sample_457.tif
458,0.11451380198430895,0.06141391174107408,12.285159333890359,15.952595015811776,9,25.94,1.57269,Sample_458.tif
459,0.18090274810416895,0.05688533156076906,6.911861008383298,27.100945210719193,7,18.48,1.71102,Sample_459.tif
460,0.08888922885902562,0.12052039608147595,11.108268289223822,45.867617608271956,8,43.95,2.4367799999999997,Sample_460.tif
461,0.1450097299959045,0.11027307381168808,8.544914365814915,19.697906285346537,11,46.22,3.97244,Sample_461.tif
462,0.07367837479001994,0.08497448588635523,6.926820778398762,46.87052706556706,11,39.19,2.1865099999999997,Sample_462.tif
463,0.15147624540892993,0.06466667204161129,6.295359325663313,10.690081453669825,7,16.38,0.782633,Sample_463.tif
464,0.1450867808169674,0.10003560546459671,6.275249604080482,32.3532621036432,10,24.32,1.0766200000000001,Sample_464.tif
465,0.17544289364886945,0.13051789614121603,10.855294029453049,16.132836594798917,9,29.07,2.06941,Sample_465.tif
466,0.16644544443198087,0.07932649452350778,10.653798582301564,7.23405443530307,11,40.66,3.3723199999999998,Sample_466.tif
467,0.18180161621533067,0.09646600989464983,12.605558951377766,25.493854060956895,7,42.03,3.1254,Sample_467.tif
468,0.18584006717980084,0.05675035195398913,11.037581227583754,8.646517193040657,6,32.29,1.7866900000000001,Sample_468.tif
469,0.1952101158150479,0.06373660430002046,7.533039327228246,41.30802491280579,8,34.18,2.5916799999999998,Sample_469.tif
470,0.1908383652456921,0.1403201221192907,12.363669103420303,30.77589347610794,7,30.12,1.46599,Sample_470.tif
471,0.13961521897002702,0.10434619201204326,13.120604687266237,41.84268775958968,7,36.46,2.78136,Sample_471.tif
472,0.15226769796205566,0.06683118834302317,13.16186357876534,47.803950792367395,5,43.18,2.77866,Sample_472.tif
473,0.1117436534672062,0.1443807446975727,10.64595308572406,20.93191000239884,10,41.79,5.85269,Sample_473.tif
474,0.1874088849769151,0.09008450169337129,9.824568207529687,19.491520148622335,9,26.92,1.44001,Sample_474.tif
475,0.18314438692964868,0.14727596945122226,6.942034244247663,34.901685488146605,10,24.32,1.05471,Sample_475.tif
476,0.11291848103106247,0.13353475979436052,7.749053987142551,30.496447201846482,8,40.84,3.4892800000000004,Sample_476.tif
477,0.08750063038261886,0.11509805794086589,9.42213516480126,33.93490469513102,9,38.12,1.9940200000000001,Sample_477.tif
478,0.19325937692649017,0.1228211324063778,9.178371926089941,16.910914181787458,8,32.65,1.55613,Sample_478.tif
479,0.1496275754980824,0.11359169339275406,10.573687702264163,39.879327771799716,10,36.98,4.89715,Sample_479.tif
480,0.09353982415740492,0.07508667995491633,13.629285015511263,31.457798974540747,10,44.14,2.73371,Sample_480.tif
481,0.09750130488985671,0.14025682193590774,12.505761417616789,37.71733245848924,7,27.56,3.15257,Sample_481.tif
482,0.1924993348700924,0.0786173750820469,8.493350369383608,26.556235589411813,10,44.65,2.41031,Sample_482.tif
483,0.08862110158030521,0.14183826941517455,11.050676879187058,12.270820151048138,0,0.0,0.0,Sample_483.tif
484,0.19309141327275908,0.12970925392810664,10.388214574029062,5.545319517149768,8,27.62,2.41807,Sample_484.tif
485,0.07298506979192938,0.08638612899648393,12.462336652062891,36.64808030416101,11,32.37,2.59052,Sample_485.tif
486,0.13387640573429346,0.10271782036557,7.54376693770059,24.053722510569187,6,29.59,4.50588,Sample_486.tif
487,0.19209249237913067,0.11260497565786286,11.085259515079361,36.72435667407119,8,41.31,2.35632,Sample_487.tif
